Litter_ID,Case_ID,Strain,Litter_ID_better,DOB,Sex,Age_days,Body_Weight_g,Number_Calls_3min,Duration_Calls_Mean_sec,Duration_Calls_Mean_msec,Frequency_Call_Day_Mean_Hz,Frequency_Call_Day_Mean_Khz,Peak_Amplitude_Calls_dB
5,D2.18,DBA/2J,DBA/2J_5,14/09/2012,F,9,5.2,91,0.0478,47.8,68307,68.31,-29.04
5,D2.19,DBA/2J,DBA/2J_5,14/09/2012,M,9,5,158,0.0369,36.9,68863,68.86,-26.91
5,D2.20,DBA/2J,DBA/2J_5,14/09/2012,F,9,5.1,210,0.047,47,68435,68.44,-28.69
6,D2.21,DBA/2J,DBA/2J_6,20/03/2013,M,9,5,270,0.0148,14.78,20183,20.18,-44.33
6,D2.22,DBA/2J,DBA/2J_6,20/03/2013,F,9,3.8,111,0.0353,35.26,61180,61.18,-23.38
6,D2.23,DBA/2J,DBA/2J_6,20/03/2013,F,9,4.7,128,0.0415,41.46,62859,62.86,-26.39
6,D2.24,DBA/2J,DBA/2J_6,20/03/2013,M,9,4.8,186,0.0344,34.39,49154,49.15,-33.65
1,B6.1,C57BL/6J,C57BL/6J_1,11/09/2012,M,9,5,83,0.019,19,79208,79.21,-27.58
1,B6.2,C57BL/6J,C57BL/6J_1,11/09/2012,F,9,5.6,164,0.0141,14.1,80598,80.6,-27.81
1,B6.3,C57BL/6J,C57BL/6J_1,11/09/2012,M,9,5.2,236,0.0182,18.2,76017,76.02,-25.65
1,B6.4,C57BL/6J,C57BL/6J_1,11/09/2012,F,9,5.4,242,0.0233,23.3,76349,76.35,-21.37
1,B6.5,C57BL/6J,C57BL/6J_1,11/09/2012,F,9,5.5,313,0.0252,25.2,82645,82.65,-23.32
2,B6.6,C57BL/6J,C57BL/6J_2,11/09/2012,F,9,5.3,125,0.015,15,71565,71.56,-24.95
2,B6.7,C57BL/6J,C57BL/6J_2,11/09/2012,F,9,4.7,83,0.0131,13.1,88336,88.34,-30.45
2,B6.8,C57BL/6J,C57BL/6J_2,11/09/2012,M,9,5,74,0.0224,22.4,90212,90.21,-26.51
2,B6.9,C57BL/6J,C57BL/6J_2,11/09/2012,M,9,5.4,68,0.0125,12.5,78522,78.52,-26.92
2,B6.10,C57BL/6J,C57BL/6J_2,11/09/2012,M,9,2.7,15,0.0241,24.1,77913,77.91,-17.12
3,B6.11,C57BL/6J,C57BL/6J_3,13/09/2012,M,9,5.2,15,0.0204,20.4,63448,63.45,-18.9
3,B6.12,C57BL/6J,C57BL/6J_3,13/09/2012,F,9,5.5,8,0.0148,14.8,61777,61.78,-26.06
3,B6.13,C57BL/6J,C57BL/6J_3,13/09/2012,F,9,3.9,9,0.0119,11.9,88500,88.5,-27.39
3,B6.14,C57BL/6J,C57BL/6J_3,13/09/2012,F,9,5.7,9,0.008,8.03,60743,60.74,-29.5
3,B6.15,C57BL/6J,C57BL/6J_3,13/09/2012,M,9,2.6,18,0.0173,17.3,65688,65.69,-24.9
4,B6.16,C57BL/6J,C57BL/6J_4,16/09/2012,F,9,5.9,95,0.0092,9.17,52740,52.74,-46.24
4,B6.17,C57BL/6J,C57BL/6J_4,16/09/2012,F,9,6.1,137,0.0144,14.4,79126,79.13,-42.98
4,B6.18,C57BL/6J,C57BL/6J_4,16/09/2012,M,9,6,59,0.0134,13.4,80080,80.08,-49.63
4,B6.19,C57BL/6J,C57BL/6J_4,16/09/2012,M,9,5.1,64,0.0094,9.36,53834,53.83,-47.23
4,B6.20,C57BL/6J,C57BL/6J_4,16/09/2012,F,9,5.4,63,0.0157,15.7,77379,77.38,-44.02
4,B6.21,C57BL/6J,C57BL/6J_4,16/09/2012,M,9,5.2,82,0.0113,11.3,79143,79.14,-46.59
4,B6.22,C57BL/6J,C57BL/6J_4,16/09/2012,M,9,5.4,44,0.0108,10.8,73452,73.45,-42.71
5,B6.23,C57BL/6J,C57BL/6J_5,05/02/2013,F,9,6.4,167,0.0146,14.6,80586,80.59,-55.39
5,B6.24,C57BL/6J,C57BL/6J_5,05/02/2013,F,9,5.5,8,0.0154,15.4,63725,63.73,-60.77
5,B6.25,C57BL/6J,C57BL/6J_5,05/02/2013,F,9,5.7,19,0.0158,15.8,76863,76.86,-54.83
5,B6.26,C57BL/6J,C57BL/6J_5,05/02/2013,F,9,5.5,98,0.0122,12.2,77026,77.03,-58.69
6,B6.27,C57BL/6J,C57BL/6J_6,20/03/2013,F,9,5.3,186,0.01392,13.92,67013,67.01,-41.566
6,B6.28,C57BL/6J,C57BL/6J_6,20/03/2013,M,9,5.4,224,0.01668,16.68,78437,78.44,-42.85
6,B6.29,C57BL/6J,C57BL/6J_6,20/03/2013,F,9,5,260,0.01819,18.19,63745,63.74,-38.556
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.8,34,0.0193,19.3,70185,70.19,-45.61
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.6,151,0.0264,26.4,67543,67.54,-41.58
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,9,4.9,430,0.0294,29.4,68128,68.13,-36.6
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.9,6,0.0061,6.1,41683,41.68,-53.54
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.9,10,0.007,6.96,45500,45.5,-49.49
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.6,68,0.0179,17.9,76856,76.86,-44.92
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,9,4.6,38,0.0086,8.55,39429,39.43,-50.88
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,9,4.9,145,0.0298,29.8,68060,68.06,-45.06
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,9,5,57,0.0277,27.7,69102,69.1,-51.25
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,9,5.3,48,0.0313,31.3,71494,71.49,-46.91
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,9,4.8,13,0.013,13,61654,61.65,-66.38
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,9,4.6,108,0.0364,36.4,70252,70.25,-45.93
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,9,3.7,373,0.0357,35.7,71442,71.44,-40.04
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,9,4.5,79,0.0375,37.5,74090,74.09,-42.41
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,9,4.5,205,0.0369,36.9,70260,70.26,-38.71
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,9,4.2,223,0.0301,30.1,73434,73.43,-43.08
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,9,4.2,299,0.035,35,70376,70.38,-39.29
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,9,4,251,0.0286,28.6,66778,66.78,-46.38
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,9,3.7,103,0.0321,32.1,73590,73.59,-42.55
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,9,5,250,0.0214,21.44,53566,53.57,-35.42
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,9,5.6,265,0.0303,30.3,71751,71.75,-27.22
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,9,5.7,330,0.0272,27.24,54452,54.45,-29.02
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,9,5.7,183,0.0185,18.46,58886,58.89,-36.91
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.5,82,0.0277,27.7,71784,71.78,-45.33
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.2,97,0.0197,19.7,71427,71.43,-54.2
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.8,107,0.0257,25.7,71136,71.14,-50.4
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.1,49,0.0307,30.7,69943,69.94,-48.22
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.4,62,0.0197,19.7,68805,68.8,-52.73
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,9,4.8,54,0.0301,30.1,77594,77.59,-47.5
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,9,6.1,11,0.0341,34.1,70118,70.12,-36.73
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.1,90,0.0237,23.7,76819,76.82,-45.31
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,9,6.7,50,0.0214,21.4,74216,74.22,-50.83
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,9,6.6,119,0.0254,25.4,67539,67.54,-50.21
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,9,7.1,281,0.0378,37.8,64591,64.59,-37.52
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,9,7,94,0.0256,25.6,68657,68.66,-43.83
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,9,7.2,112,0.036,36,75591,75.59,-28.32
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,9,7.1,152,0.0351,35.1,73736,73.74,-21.55
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,9,7.4,113,0.0331,33.1,69744,69.74,-19.86
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,9,7.3,428,0.0376,37.6,64686,64.69,-24.74
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.3,189,0.0221,22.1,63984,63.98,-38.54
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.3,58,0.0297,29.7,74274,74.27,-32.02
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,9,6,337,0.0302,30.2,77627,77.63,-32.43
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,9,6.2,195,0.0328,32.8,70908,70.91,-28.55
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,9,4.9,279,0.0287,28.7,74401,74.4,-29.91
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.7,240,0.0317,31.7,78923,78.92,-29.76
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,9,6.3,107,0.0247,24.71,54434,54.43,-29.17
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,9,5.7,274,0.0337,33.7,71248,71.25,-19.13
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,9,6.3,289,0.0257,25.65,53474,53.47,-31.7
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,9,6.3,269,0.0331,33.08,63490,63.49,-26.42
