Litter_ID,Case_ID,Strain,Litter_ID_better,DOB,Sex,Age_days,Body_Weight_g,Number_Calls_3min,Duration_Calls_Mean_sec,Duration_Calls_Mean_msec,Frequency_Call_Day_Mean_Hz,Frequency_Call_Day_Mean_Khz,Peak_Amplitude_Calls_dB
6,B6.29,C57BL/6J,C57BL/6J_6,20/03/2013,F,Mean,4.5,335.6666667,0.024363333,24.37666667,68887,68.88666667,-37.10866667
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,390,0.0311,31.1,66509,66.51,-39.06
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,8,4.4,267,0.0319,31.9,67435,67.43,-33.89
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.8,34,0.0193,19.3,70185,70.19,-45.61
1,B6D2.1,B6D2F1,B6D2F1_1,29/10/2012,F,Mean,4.466666667,230.3333333,0.027433333,27.43333333,68043,68.04333333,-39.52
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,7,4,178,0.0336,33.6,64729,64.73,-29.38
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,8,4.2,36,0.0244,24.4,66550,66.55,-45.47
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.6,151,0.0264,26.4,67543,67.54,-41.58
1,B6D2.2,B6D2F1,B6D2F1_1,29/10/2012,F,Mean,4.266666667,121.6666667,0.028133333,28.13333333,66274,66.27333333,-38.81
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,7,4.2,116,0.0274,27.4,69977,69.98,-36.05
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,8,4.4,188,0.0326,32.6,67753,67.75,-38.62
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,9,4.9,430,0.0294,29.4,68128,68.13,-36.6
1,B6D2.3,B6D2F1,B6D2F1_1,29/10/2012,M,Mean,4.5,244.6666667,0.0298,29.8,68619.33333,68.62,-37.09
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,25,0.0201,20.1,62452,62.45,-40.74
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,8,4.4,367,0.0364,36.4,68624,68.62,-32.78
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.9,6,0.0061,6.1,41683,41.68,-53.54
1,B6D2.4,B6D2F1,B6D2F1_1,29/10/2012,F,Mean,4.5,132.6666667,0.020866667,20.86666667,57586.33333,57.58333333,-42.35333333
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,7,4.2,189,0.0298,29.8,67185,67.18,-34.88
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,8,4.6,168,0.0221,22.1,67449,67.45,-42.62
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.9,10,0.007,6.96,45500,45.5,-49.49
1,B6D2.5,B6D2F1,B6D2F1_1,29/10/2012,F,Mean,4.566666667,122.3333333,0.019633333,19.62,60044.66667,60.04333333,-42.33
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,7,4,78,0.0291,29.1,69658,69.66,-34.92
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,8,4.2,367,0.0364,36.4,68624,68.62,-32.78
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,9,4.6,68,0.0179,17.9,76856,76.86,-44.92
1,B6D2.6,B6D2F1,B6D2F1_1,29/10/2012,F,Mean,4.266666667,171,0.0278,27.8,71712.66667,71.71333333,-37.54
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,7,4,27,0.0287,28.7,64437,64.44,-34.08
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,8,4.2,186,0.0253,25.3,69210,69.21,-38.48
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,9,4.6,38,0.0086,8.55,39429,39.43,-50.88
1,B6D2.7,B6D2F1,B6D2F1_1,29/10/2012,M,Mean,4.266666667,83.66666667,0.020866667,20.85,57692,57.69333333,-41.14666667
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,7,3.9,359,0.0325,32.5,68596,68.6,-44.11
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,8,4.3,22,0.0276,27.6,59445,59.45,-46.93
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,9,4.9,145,0.0298,29.8,68060,68.06,-45.06
3,B6D2.15,B6D2F1,B6D2F1_3,21/01/2013,M,Mean,4.366666667,175.3333333,0.029966667,29.96666667,65367,65.37,-45.36666667
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,7,3.9,330,0.0395,39.5,69642,69.64,-40.29
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,8,4.4,163,0.0349,34.9,65034,65.03,-42.97
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,9,5,57,0.0277,27.7,69102,69.1,-51.25
3,B6D2.16,B6D2F1,B6D2F1_3,21/01/2013,F,Mean,4.433333333,183.3333333,0.034033333,34.03333333,67926,67.92333333,-44.83666667
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,7,4.4,52,0.0195,19.5,69458,69.46,-54.53
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,8,4.8,19,0.0418,41.8,62337,62.34,-39.72
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,9,5.3,48,0.0313,31.3,71494,71.49,-46.91
3,B6D2.17,B6D2F1,B6D2F1_3,21/01/2013,F,Mean,4.833333333,39.66666667,0.030866667,30.86666667,67763,67.76333333,-47.05333333
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,7,4,98,0.0128,12.8,60394,60.39,-67.94
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,8,4.5,50,0.0271,27.1,64946,64.95,-55.38
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,9,4.8,13,0.013,13,61654,61.65,-66.38
3,B6D2.18,B6D2F1,B6D2F1_3,21/01/2013,M,Mean,4.433333333,53.66666667,0.017633333,17.63333333,62331.33333,62.33,-63.23333333
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,7,3.7,106,0.0384,38.4,64909,64.91,-44.73
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,8,4.2,174,0.0429,42.9,63428,63.43,-45.93
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,9,4.6,108,0.0364,36.4,70252,70.25,-45.93
4,B6D2.19,B6D2F1,B6D2F1_4,06/02/2013,M,Mean,4.166666667,129.3333333,0.039233333,39.23333333,66196.33333,66.19666667,-45.53
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,7,2.9,187,0.0267,26.7,65611,65.61,-50.65
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,8,3.3,399,0.0365,36.5,66296,66.3,-42.78
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,9,3.7,373,0.0357,35.7,71442,71.44,-40.04
4,B6D2.20,B6D2F1,B6D2F1_4,06/02/2013,F,Mean,3.3,319.6666667,0.032966667,32.96666667,67783,67.78333333,-44.49
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,7,3.6,174,0.0288,28.8,63629,63.63,-55.37
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,8,4.1,203,0.0344,34.4,67962,67.96,-46.51
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,9,4.5,79,0.0375,37.5,74090,74.09,-42.41
4,B6D2.21,B6D2F1,B6D2F1_4,06/02/2013,M,Mean,4.066666667,152,0.033566667,33.56666667,68560.33333,68.56,-48.09666667
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,7,3.7,110,0.0313,31.3,63481,63.48,-51.72
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,8,4.1,33,0.0351,35.1,69139,69.14,-43.64
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,9,4.5,205,0.0369,36.9,70260,70.26,-38.71
4,B6D2.22,B6D2F1,B6D2F1_4,06/02/2013,F,Mean,4.1,116,0.034433333,34.43333333,67626.66667,67.62666667,-44.69
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,7,3.5,55,0.037,37,66655,66.65,-43.1
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,8,4,195,0.0307,30.7,70357,70.36,-43.09
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,9,4.2,223,0.0301,30.1,73434,73.43,-43.08
5,B6D2.23,B6D2F1,B6D2F1_5,13/02/2013,F,Mean,3.9,157.6666667,0.0326,32.6,70148.66667,70.14666667,-43.09
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,7,3.7,289,0.0359,35.9,67329,67.33,-40.93
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,8,4,256,0.0398,39.8,66255,66.26,-37.99
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,9,4.2,299,0.035,35,70376,70.38,-39.29
5,B6D2.24,B6D2F1,B6D2F1_5,13/02/2013,F,Mean,3.966666667,281.3333333,0.0369,36.9,67986.66667,67.99,-39.40333333
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,7,3.7,100,0.035,35,68435,68.44,-45.09
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,8,3.9,234,0.0372,37.2,66387,66.39,-41.04
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,9,4,251,0.0286,28.6,66778,66.78,-46.38
5,B6D2.25,B6D2F1,B6D2F1_5,13/02/2013,M,Mean,3.866666667,195,0.0336,33.6,67200,67.20333333,-44.17
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,7,3.1,93,0.032,32,66268,66.27,-44.23
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,8,3.3,327,0.0394,39.4,65931,65.93,-39.38
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,9,3.7,103,0.0321,32.1,73590,73.59,-42.55
5,B6D2.26,B6D2F1,B6D2F1_5,13/02/2013,M,Mean,3.366666667,174.3333333,0.0345,34.5,68596.33333,68.59666667,-42.05333333
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,7,4.2,406,0.0301,30.08,67360,67.36,-27.08
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,8,5,109,0.0348,34.75,69213,69.21,-24.94
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,9,5,250,0.0214,21.44,53566,53.57,-35.42
6,B6D2.27,B6D2F1,B6D2F1_6,12/04/2013,M,Mean,4.733333333,255,0.028766667,28.75666667,63379.66667,63.38,-29.14666667
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,7,4,260,0.0304,30.39,62658,62.66,-26.23
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,8,4.6,257,0.0364,36.38,67197,67.2,-23.9
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,9,5.6,265,0.0303,30.3,71751,71.75,-27.22
6,B6D2.28,B6D2F1,B6D2F1_6,12/04/2013,F,Mean,4.733333333,260.6666667,0.032366667,32.35666667,67202,67.20333333,-25.78333333
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,7,4,348,0.0388,38.75,66708,66.71,-19.97
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,8,4.6,283,0.0273,27.25,68569,68.57,-29.19
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,9,5.7,330,0.0272,27.24,54452,54.45,-29.02
6,B6D2.29,B6D2F1,B6D2F1_6,12/04/2013,F,Mean,4.766666667,320.3333333,0.0311,31.08,63243,63.24333333,-26.06
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,7,4,143,0.0124,12.38,49773,49.77,-45.34
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,8,4.6,240,0.0302,30.19,66950,66.95,-23.52
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,9,5.7,183,0.0185,18.46,58886,58.89,-36.91
6,B6D2.30,B6D2F1,B6D2F1_6,12/04/2013,M,Mean,4.766666667,188.6666667,0.020366667,20.34333333,58536.33333,58.53666667,-35.25666667
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.4,394,0.0337,33.7,66407,66.41,-43.68
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,8,5,115,0.0264,26.4,63303,63.3,-48.29
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.5,82,0.0277,27.7,71784,71.78,-45.33
2,D2B6.5,D2B6F1,D2B6F1_2,27/01/2013,M,Mean,4.966666667,197,0.029266667,29.26666667,67164.66667,67.16333333,-45.76666667
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.4,403,0.0349,34.9,66955,66.95,-37.97
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,8,4.9,174,0.0265,26.5,69942,69.94,-43.97
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.2,97,0.0197,19.7,71427,71.43,-54.2
2,D2B6.6,D2B6F1,D2B6F1_2,27/01/2013,F,Mean,4.833333333,224.6666667,0.027033333,27.03333333,69441.33333,69.44,-45.38
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.8,39,0.0179,17.9,63438,63.44,-55.29
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,8,5.4,134,0.0316,31.6,69694,69.69,-41.51
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.8,107,0.0257,25.7,71136,71.14,-50.4
2,D2B6.7,D2B6F1,D2B6F1_2,27/01/2013,M,Mean,5.333333333,93.33333333,0.025066667,25.06666667,68089.33333,68.09,-49.06666667
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.4,187,0.037,37,68626,68.63,-32.94
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,8,4.7,107,0.0363,36.3,65578,65.58,-38.07
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.1,49,0.0307,30.7,69943,69.94,-48.22
2,D2B6.8,D2B6F1,D2B6F1_2,27/01/2013,F,Mean,4.733333333,114.3333333,0.034666667,34.66666667,68049,68.05,-39.74333333
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.5,157,0.0194,19.4,65943,65.94,-58.17
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,8,4.9,160,0.0286,28.6,67022,67.02,-46.91
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,9,5.4,62,0.0197,19.7,68805,68.8,-52.73
2,D2B6.9,D2B6F1,D2B6F1_2,27/01/2013,M,Mean,4.933333333,126.3333333,0.022566667,22.56666667,67256.66667,67.25333333,-52.60333333
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,7,4,119,0.0328,32.8,67309,67.31,-45.7
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,8,4.5,245,0.0345,34.5,70973,70.97,-41.71
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,9,4.8,54,0.0301,30.1,77594,77.59,-47.5
2,D2B6.10,D2B6F1,D2B6F1_2,27/01/2013,F,Mean,4.433333333,139.3333333,0.032466667,32.46666667,71958.66667,71.95666667,-44.97
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,7,4.9,70,0.0221,22.1,65216,65.22,-57.17
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,8,5.6,216,0.029,29,67885,67.89,-44.47
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,9,6.1,11,0.0341,34.1,70118,70.12,-36.73
2,D2B6.11,D2B6F1,D2B6F1_2,27/01/2013,M,Mean,5.533333333,99,0.0284,28.4,67739.66667,67.74333333,-46.12333333
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,7,4.3,14,0.0117,11.7,66643,66.64,-65.28
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,8,4.8,339,0.0326,32.6,69673,69.67,-39.16
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,9,5.1,90,0.0237,23.7,76819,76.82,-45.31
2,D2B6.12,D2B6F1,D2B6F1_2,27/01/2013,F,Mean,4.733333333,147.6666667,0.022666667,22.66666667,71045,71.04333333,-49.91666667
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.4,515,0.033,33,64524,64.52,-44.03
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,8,6,190,0.0369,36.9,68533,68.53,-40.44
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,9,6.7,50,0.0214,21.4,74216,74.22,-50.83
3,D2B6.13,D2B6F1,D2B6F1_3,13/02/2013,F,Mean,6.033333333,251.6666667,0.030433333,30.43333333,69091,69.09,-45.1
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.3,333,0.031,31,65856,65.86,-45.87
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,8,6,222,0.0317,31.7,65431,65.43,-42.71
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,9,6.6,119,0.0254,25.4,67539,67.54,-50.21
3,D2B6.14,D2B6F1,D2B6F1_3,13/02/2013,F,Mean,5.966666667,224.6666667,0.029366667,29.36666667,66275.33333,66.27666667,-46.26333333
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,7,5.6,374,0.0344,34.4,60585,60.59,-48.4
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,8,6.2,367,0.0404,40.4,62712,62.71,-38.43
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,9,7.1,281,0.0378,37.8,64591,64.59,-37.52
3,D2B6.15,D2B6F1,D2B6F1_3,13/02/2013,M,Mean,6.3,340.6666667,0.037533333,37.53333333,62629.33333,62.63,-41.45
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,7,5.6,192,0.0148,14.8,61492,61.49,-65.65
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,8,6.2,74,0.0313,31.3,67079,67.08,-43.66
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,9,7,94,0.0256,25.6,68657,68.66,-43.83
3,D2B6.16,D2B6F1,D2B6F1_3,13/02/2013,F,Mean,6.266666667,120,0.0239,23.9,65742.66667,65.74333333,-51.04666667
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,7,5.9,300,0.0392,39.2,68837,68.84,-26.3
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,8,6.6,259,0.0348,34.8,72131,72.13,-27.97
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,9,7.2,112,0.036,36,75591,75.59,-28.32
4,D2B6.17,D2B6F1,D2B6F1_4,17/03/2013,M,Mean,6.566666667,223.6666667,0.036666667,36.66666667,72186.33333,72.18666667,-27.53
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,7,5.7,366,0.0392,39.2,64499,64.5,-18.72
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,8,6.3,166,0.0328,32.8,68080,68.08,-30.13
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,9,7.1,152,0.0351,35.1,73736,73.74,-21.55
4,D2B6.18,D2B6F1,D2B6F1_4,17/03/2013,F,Mean,6.366666667,228,0.0357,35.7,68771.66667,68.77333333,-23.46666667
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,7,6.1,268,0.0406,40.6,68081,68.08,-27.14
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,8,6.7,254,0.0348,34.8,69547,69.55,-23.09
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,9,7.4,113,0.0331,33.1,69744,69.74,-19.86
4,D2B6.19,D2B6F1,D2B6F1_4,17/03/2013,M,Mean,6.733333333,211.6666667,0.036166667,36.16666667,69124,69.12333333,-23.36333333
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,7,6,561,0.0404,40.4,63805,63.81,-26.42
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,8,6.7,389,0.0314,31.4,66874,66.87,-29.66
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,9,7.3,428,0.0376,37.6,64686,64.69,-24.74
4,D2B6.20,D2B6F1,D2B6F1_4,17/03/2013,F,Mean,6.666666667,459.3333333,0.036466667,36.46666667,65121.66667,65.12333333,-26.94
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.2,51,0.0311,31.1,57933,57.93,-34.18
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,8,4.9,206,0.0229,22.9,64223,64.22,-31.72
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.3,189,0.0221,22.1,63984,63.98,-38.54
5,D2B6.21,D2B6F1,D2B6F1_5,22/03/2013,F,Mean,4.8,148.6666667,0.025366667,25.36666667,62046.66667,62.04333333,-34.81333333
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.3,95,0.0405,40.5,67709,67.71,-20.09
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,8,4.9,199,0.0268,26.8,71298,71.3,-37.6
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.3,58,0.0297,29.7,74274,74.27,-32.02
5,D2B6.22,D2B6F1,D2B6F1_5,22/03/2013,F,Mean,4.833333333,117.3333333,0.032333333,32.33333333,71093.66667,71.09333333,-29.90333333
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,7,4.8,109,0.048,48,71613,71.61,-21.79
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,8,5.7,350,0.0363,36.3,71740,71.74,-26.46
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,9,6,337,0.0302,30.2,77627,77.63,-32.43
5,D2B6.23,D2B6F1,D2B6F1_5,22/03/2013,M,Mean,5.5,265.3333333,0.038166667,38.16666667,73660,73.66,-26.89333333
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,7,4.8,128,0.0472,47.2,67363,67.36,-26.27
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,8,5.6,458,0.0342,34.2,71079,71.08,-29.75
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,9,6.2,195,0.0328,32.8,70908,70.91,-28.55
5,D2B6.24,D2B6F1,D2B6F1_5,22/03/2013,M,Mean,5.533333333,260.3333333,0.038066667,38.06666667,69783.33333,69.78333333,-28.19
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,7,4,165,0.0149,14.9,74979,74.98,-40.57
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,8,4.5,344,0.0258,25.8,70749,70.75,-29.25
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,9,4.9,279,0.0287,28.7,74401,74.4,-29.91
5,D2B6.25,D2B6F1,D2B6F1_5,22/03/2013,M,Mean,4.466666667,262.6666667,0.023133333,23.13333333,73376.33333,73.37666667,-33.24333333
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,7,4.5,218,0.0172,17.2,80593,80.59,-42.62
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,8,5.3,85,0.0377,37.7,70636,70.64,-23.9
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,9,5.7,240,0.0317,31.7,78923,78.92,-29.76
5,D2B6.26,D2B6F1,D2B6F1_5,22/03/2013,F,Mean,5.166666667,181,0.028866667,28.86666667,76717.33333,76.71666667,-32.09333333
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,7,5.1,317,0.03,29.96,49412,49.41,-32.61
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,8,5.8,383,0.0339,33.87,62491,62.49,-27.64
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,9,6.3,107,0.0247,24.71,54434,54.43,-29.17
6,D2B6.27,D2B6F1,D2B6F1_6,08/04/2013,M,Mean,5.733333333,269,0.029533333,29.51333333,55445.66667,55.44333333,-29.80666667
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,7,4.6,233,0.0194,19.38,34370,34.37,-42.37
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,8,5.1,424,0.0304,30.44,71691,71.69,-22.6
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,9,5.7,274,0.0337,33.7,71248,71.25,-19.13
6,D2B6.28,D2B6F1,D2B6F1_6,08/04/2013,F,Mean,5.133333333,310.3333333,0.027833333,27.84,59103,59.10333333,-28.03333333
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,7,4.8,281,0.0275,27.5,53788,53.79,-34.67
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,8,5.7,443,0.0352,35.23,63382,63.38,-25.18
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,9,6.3,289,0.0257,25.65,53474,53.47,-31.7
6,D2B6.29,D2B6F1,D2B6F1_6,08/04/2013,F,Mean,5.6,337.6666667,0.029466667,29.46,56881.33333,56.88,-30.51666667
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,7,5.1,270,0.0226,22.56,59916,59.92,-41.18
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,8,5.9,468,0.0341,34.06,61825,61.83,-22.65
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,9,6.3,269,0.0331,33.08,63490,63.49,-26.42
6,D2B6.30,D2B6F1,D2B6F1_6,08/04/2013,M,Mean,5.766666667,335.6666667,0.029933333,29.9,61743.66667,61.74666667,-30.08333333
